,0.000000,1.000000,2.000000,3.000000,4.000000
123,2.343296,3.189165,2.659415,2.341058,2.82541
124,2.493106,3.125801,2.621582,2.15216,2.614254
125,2.666537,3.639919,3.017854,2.317401,3.032547
126,2.620962,3.30765,2.784981,2.351447,2.685489
127,2.186073,2.65825,2.162304,2.305485,2.298676
128,2.227944,3.054333,2.481421,2.102185,2.471154
129,2.166623,2.976305,2.398821,2.07659,2.494805
130,2.449735,2.930889,2.507077,2.243125,2.513342
131,2.59267,3.480755,2.937539,2.335505,2.896707
132,2.74749,3.627636,2.995005,2.398121,2.986898
133,2.516421,3.195872,2.642978,2.268217,2.709429
134,2.482222,3.163877,2.638575,2.513599,2.951606
135,2.464348,3.084421,2.578815,2.446951,2.8006
136,2.549561,3.197703,2.639569,2.434399,2.82628
137,2.631371,3.280904,2.703939,2.361418,2.772933
138,2.791861,3.327287,2.85552,2.686535,3.01347
139,2.615193,3.240386,2.701561,2.418294,2.856777
140,2.383822,2.653265,2.229749,2.615849,2.605179
141,2.53382,3.077925,2.532776,2.43324,2.760762
142,2.597898,2.884435,2.438998,2.595996,2.648736
143,2.539719,3.312163,2.804238,2.567963,3.020685
144,2.507643,3.374309,2.796368,2.399258,2.918661
145,2.582642,3.290475,2.752566,2.299654,2.778471
146,2.589666,3.269251,2.717969,2.422275,2.812909
147,2.432374,3.232664,2.657725,2.283939,2.679021
148,2.299138,2.89714,2.410099,2.315297,2.546225
149,2.727246,3.508903,2.959911,2.550343,3.02882
150,2.413636,2.758033,2.347865,2.47861,2.371805
151,2.61745,3.396996,2.81624,2.512423,2.946909
152,2.707,3.493751,2.966831,2.293523,2.804811
153,2.493493,3.274331,2.777031,2.225631,2.684691
154,2.674653,3.008152,2.582554,2.525399,2.640008
155,2.604897,3.405589,2.838553,2.371195,2.954791
156,2.753473,2.811775,2.495139,2.586562,2.392926
157,2.65413,3.279178,2.768118,2.475238,2.782353
158,2.305754,2.805237,2.362134,2.446382,2.623796
159,2.554712,3.084817,2.619329,2.441058,2.690365
160,2.601166,3.231647,2.727142,2.380201,2.689711
161,2.490092,3.309054,2.782935,2.25246,2.747501
162,2.152719,2.591252,2.217906,2.329577,2.306571
163,2.364256,2.905466,2.450669,2.200321,2.429492
164,2.595528,3.284717,2.709159,2.363257,2.702418
165,2.656228,3.243843,2.717005,2.561586,2.788596
166,2.445894,3.183463,2.626591,2.324628,2.698751
167,2.429004,3.18589,2.644799,2.383656,2.768589
168,2.460379,2.84629,2.34298,2.398795,2.399366
169,2.357098,2.658229,2.208473,2.440372,2.447414
170,2.434785,2.860005,2.385578,2.414016,2.498435
171,2.419847,2.59088,2.232298,2.627103,2.434062
172,2.471957,3.00444,2.498905,2.460705,2.617718
173,2.357987,2.611101,2.190122,2.44277,2.480785
174,2.345853,2.824426,2.3194,2.520779,2.650447
175,2.487851,3.152007,2.562994,2.337258,2.660229
176,2.377836,2.920397,2.455591,2.356196,2.657161
177,2.871123,3.626839,3.023983,2.625266,3.22731
178,2.633321,3.469964,2.875561,2.386867,2.953054
179,2.391935,3.006059,2.468587,2.412912,2.624388
180,2.31292,2.818442,2.293879,2.296926,2.443498
181,2.602073,3.408258,2.863391,2.228266,2.790039
182,2.121224,2.690326,2.150316,2.15825,2.340212
183,2.729804,3.189365,2.644403,2.555259,2.801673
184,2.829735,3.268278,2.750768,2.617399,2.768421
185,2.606689,2.410597,2.205133,2.804462,2.470358
186,2.463295,3.075811,2.524216,2.233454,2.565174
187,2.601023,2.966245,2.471115,2.66254,2.753144
188,2.490224,3.042904,2.492493,2.540631,2.741646
189,2.600748,3.155768,2.594817,2.612811,2.827986
190,2.587683,3.543747,2.926756,2.358474,2.985231
191,2.59847,3.208134,2.657194,2.628645,2.95671
192,2.558806,3.060736,2.559916,2.520782,2.654226
193,2.739034,2.73204,2.371526,2.841655,2.566131
194,2.05373,2.638915,2.219313,2.166803,2.428912
195,1.985337,2.462581,2.126596,2.07207,2.031099
196,2.369372,3.053798,2.501639,2.328274,2.6875
197,2.475359,3.145184,2.635257,2.25218,2.664123
198,2.368736,2.857831,2.435176,2.297764,2.593215
199,2.41583,3.157081,2.62611,2.336168,2.865147
200,2.255237,2.748569,2.335301,2.394017,2.487166
201,2.5301,3.196186,2.661831,2.37391,2.792586
202,2.501072,3.215612,2.645402,2.362157,2.680186
203,2.494667,3.392844,2.771085,2.25524,2.854388
204,2.708477,3.191662,2.764694,2.400743,2.846017
205,2.411302,3.197972,2.652985,2.310991,2.784087
206,2.442456,3.357689,2.794794,2.493116,3.03175
207,2.506823,3.18586,2.602261,2.390418,2.720375
208,2.436614,3.009972,2.471339,2.368362,2.623679
209,2.465976,3.201317,2.648773,2.199681,2.575816
210,2.660314,3.505181,2.889991,2.450583,2.983847
211,2.499382,2.881355,2.391095,2.470527,2.709241
212,2.600995,3.274237,2.72755,2.380664,2.796654
213,2.41323,3.149009,2.563188,2.290621,2.713962
214,2.355244,2.973981,2.492898,2.29286,2.674728
215,2.704634,2.649456,2.292743,2.850255,2.574143
216,2.401118,2.940026,2.41485,2.423791,2.589868
217,2.504966,3.037006,2.501187,2.537043,2.778424
218,2.926243,2.901046,2.520536,3.143711,2.945901
219,2.615835,2.858516,2.437219,2.658106,2.676304
220,3.256787,2.934247,2.672959,3.531411,3.102511
221,2.719948,3.150407,2.618993,2.802593,2.950438
222,2.728974,2.625194,2.346245,3.074424,2.738252
223,2.927759,3.342341,2.796818,2.905112,3.112785
224,3.021577,2.442825,2.450058,3.279519,2.76745
225,2.7686,3.141675,2.738722,2.575652,2.68186
226,2.839069,3.141569,2.658525,2.79507,2.929135
227,3.136962,2.808776,2.583915,3.46174,3.038841
228,2.919517,2.752206,2.476587,3.023568,2.839205
229,2.791194,3.165393,2.644031,2.766891,2.905986
230,2.680878,2.584632,2.276615,2.8942,2.718528
231,2.812301,2.790152,2.465242,3.112141,2.921678
232,2.974474,2.731887,2.46471,3.252025,2.865725
233,2.708747,3.135407,2.588127,2.701716,2.850349
234,2.898808,3.16547,2.716392,2.785791,2.896415
235,2.775751,3.263569,2.702952,2.663425,2.891691
236,2.962294,2.981563,2.586066,3.036523,2.910167
237,2.882601,2.91661,2.52655,2.922854,2.824214
238,2.656815,2.747629,2.326985,2.766763,2.68495
239,2.430859,2.706685,2.265122,2.570318,2.539825
240,2.777375,3.24105,2.742666,2.649933,2.957109
241,2.710377,2.796242,2.380573,2.831455,2.763311
242,2.890385,2.747987,2.462626,3.120712,2.889137
243,3.20147,2.736339,2.600315,3.539098,3.001249
244,2.725239,3.214263,2.667285,2.624009,2.967728
245,2.800732,2.736486,2.437049,3.102367,2.945154
246,2.759574,2.959677,2.486976,2.796364,2.753249
247,2.768297,3.03372,2.531639,2.784386,2.912161
248,3.230288,3.369831,2.976125,3.109601,3.110001
249,2.963805,3.346332,2.834392,2.838814,3.015007
250,3.083415,3.196484,2.806966,3.019521,2.985572
251,3.024558,2.826763,2.553446,3.146443,2.886057
252,2.787016,2.634751,2.380187,3.008644,2.677499
253,2.874512,3.113005,2.704635,2.869676,2.960514
254,2.720231,2.54158,2.361845,3.060488,2.789505
255,2.445485,3.024293,2.565956,2.547809,2.850502
256,2.74505,2.925345,2.560928,2.757487,2.822048
257,2.785984,2.980737,2.602661,2.934897,2.911729
258,2.889449,2.5927,2.426416,3.144153,2.829399
259,2.691227,2.423896,2.232692,3.019235,2.634902
260,2.694969,2.620323,2.341116,2.892687,2.722269
261,2.695998,3.070279,2.578248,2.648499,2.776879
262,2.738405,2.978293,2.524725,2.803952,2.820657
263,2.774463,3.255444,2.697954,2.683767,2.959008
264,2.760249,3.117075,2.634181,2.896198,3.000521
265,3.051618,2.499869,2.411276,3.414765,2.841863
266,2.855218,3.010937,2.565264,3.033095,2.970985
267,3.001554,3.032217,2.618739,3.124314,2.923216
268,2.891201,3.404565,2.856826,2.888759,3.122725
269,2.780607,3.163135,2.650606,2.772177,2.88713
270,3.081433,3.044396,2.702029,3.164321,3.023638
271,2.578663,3.224843,2.667856,2.469312,2.868616
272,2.692614,2.953245,2.487004,2.887336,2.936877
273,3.021141,2.71183,2.477335,3.33395,2.85638
274,2.39659,2.840629,2.370943,2.441713,2.629647
275,2.702375,3.048836,2.548317,2.640625,2.748267
276,2.691134,2.866998,2.441244,2.725105,2.687426
277,2.809569,3.078435,2.617292,2.788831,2.876347
278,3.261898,2.649228,2.627433,3.59796,2.957444
279,2.540378,3.072345,2.600204,2.441137,2.696219
280,2.529211,2.662858,2.28556,2.682035,2.572733
281,2.794481,2.894027,2.50156,2.85865,2.825626
282,2.740166,2.844315,2.487684,2.67939,2.552639
283,2.757342,3.345461,2.792725,2.624324,2.939712
284,2.801251,2.860188,2.498288,2.894964,2.789641
285,2.786765,3.367154,2.843943,2.714921,3.132725
286,2.601332,2.561206,2.291954,2.790023,2.655226
287,2.733158,2.682809,2.33411,3.011291,2.835613
288,2.761528,2.869017,2.496994,2.827731,2.924725
289,2.451726,2.711836,2.296679,2.529487,2.672153
290,2.613298,2.922383,2.454456,2.655821,2.75522
291,2.609375,3.036103,2.513194,2.592069,2.742806
292,2.76072,2.304649,2.162814,3.127168,2.574903
293,2.74035,2.678975,2.369228,2.947436,2.793944
294,2.789908,3.320465,2.788488,2.714891,3.098408
295,2.688088,3.095896,2.589399,2.585292,2.798893
296,2.864898,2.346063,2.217398,3.209378,2.695912
297,2.924723,2.622652,2.428857,3.236611,2.927895
298,2.903618,2.545135,2.418038,3.239855,2.862906
299,2.842762,2.689586,2.473331,3.050216,2.844108
300,2.854716,2.84086,2.521741,2.972491,2.797285
301,2.712367,3.178625,2.682502,2.716248,2.930819
302,2.807117,2.56309,2.309782,3.046688,2.711613
303,3.096432,2.429156,2.487787,3.482629,2.87715
304,2.974236,2.449824,2.389129,3.290817,2.737983
305,2.874373,2.951569,2.603806,2.890611,2.776947
306,2.488358,2.379083,2.135818,2.773677,2.44332
307,2.627609,2.209543,2.142872,2.941459,2.396072
308,2.803426,3.074511,2.67856,2.610384,2.620261
309,2.439082,2.834693,2.374003,2.386074,2.473901
310,2.705619,2.980429,2.580846,2.625071,2.779407
311,2.898786,2.185517,2.363382,3.281564,2.599221
312,2.556392,3.112554,2.622974,2.344184,2.616538
313,2.988149,2.353121,2.441,3.282539,2.553356
314,2.748059,3.023495,2.578981,2.726723,2.910112
315,2.950007,2.542995,2.364443,3.225734,2.7855
316,2.70645,2.796968,2.380263,2.7609,2.658735
317,2.788475,2.557568,2.331353,3.106499,2.708903
318,2.722303,2.313132,2.236468,3.041187,2.677933
319,2.652526,2.975828,2.495297,2.800715,2.863985
320,2.590885,3.011098,2.500679,2.607247,2.713627
321,2.722977,3.088966,2.619542,2.706958,2.87582
322,2.727148,2.803004,2.405375,2.768192,2.656903
323,2.492184,2.903312,2.408836,2.596078,2.715189
324,2.857933,2.382499,2.251455,3.170197,2.578277
325,2.816822,3.17471,2.726896,2.809975,3.045214
326,2.693967,3.31892,2.731559,2.607962,2.970872
327,2.705329,3.399381,2.807023,2.578821,3.033048
328,3.128391,2.506424,2.469592,3.456615,2.911047
329,2.404753,2.618382,2.259148,2.616916,2.646653
330,2.836551,2.64338,2.344825,3.104585,2.756817
331,2.5173,2.775043,2.32823,2.654774,2.67429
332,2.636942,2.680624,2.310074,2.914833,2.783111
333,2.455042,2.773298,2.283411,2.544534,2.580309
334,2.880759,3.065028,2.671681,2.825336,2.854273
335,2.748241,3.109122,2.614635,2.593948,2.727152
336,2.932634,3.203318,2.714988,2.833781,2.895153
337,2.624062,3.204432,2.667931,2.500922,2.890563
338,3.137184,2.465358,2.462503,3.484934,2.831895
339,2.719766,3.252465,2.705495,2.626579,2.929201
340,2.833247,2.536889,2.319836,3.160214,2.783074
341,3.001926,2.332506,2.371333,3.353294,2.805937
342,2.916003,2.400863,2.32304,3.205575,2.724336
343,2.650655,3.352383,2.787247,2.485896,2.915888
344,2.707757,2.529612,2.239842,2.884676,2.541375
345,2.780687,2.454577,2.253454,3.126163,2.680161
346,2.514582,3.095949,2.533177,2.466869,2.782581
347,2.454076,2.778564,2.295457,2.556082,2.620349
348,3.003097,2.372915,2.3468,3.385337,2.777722
349,2.961062,2.707272,2.464748,3.20527,2.879609
350,2.966247,3.006401,2.585917,3.048532,2.938677
351,3.057914,2.93563,2.61027,3.151555,2.898636
352,2.953558,3.109835,2.685849,2.896254,2.889993
353,3.072364,2.446122,2.443818,3.428132,2.792867
354,3.168362,2.495183,2.53452,3.48764,2.800556
355,2.831156,3.218187,2.720396,2.728182,2.901174
356,2.831846,2.746026,2.464557,2.979156,2.862889
357,3.190617,2.592564,2.593286,3.567338,3.003001
358,2.878632,2.4469,2.322983,3.055867,2.535006
359,2.976036,3.084833,2.710236,2.910942,2.833901
360,2.920376,2.966215,2.556975,3.087584,2.954907
361,2.689628,2.735511,2.402945,2.800868,2.637008
362,2.829949,3.026153,2.595064,2.93314,2.887271
363,2.775161,3.25859,2.723245,2.719556,3.03411
364,2.966904,2.651313,2.48797,3.201982,2.76969
365,3.099013,3.719598,3.220102,2.818323,3.268594
366,2.660923,2.554433,2.22449,2.92491,2.651184
367,2.899581,3.047709,2.652382,2.872657,2.835033
368,3.053415,2.516421,2.465714,3.420188,2.914711
369,2.766036,3.238252,2.697176,2.713075,2.983309
370,2.742209,2.792668,2.415015,2.760882,2.631916
371,2.789101,3.112987,2.630763,2.798418,2.881409
372,2.868423,3.309745,2.849569,2.758738,3.034111
373,2.938455,3.152318,2.681849,2.911545,2.902838
374,2.637633,2.73686,2.420155,2.834096,2.67095
375,2.604486,2.806852,2.39207,2.70202,2.718283
376,2.384308,2.725113,2.308305,2.552939,2.579346
377,2.61289,3.374598,2.898858,2.483267,2.943719
378,2.74644,2.657091,2.375803,3.045622,2.855119
379,2.215686,2.977812,2.454871,2.199157,2.530132
380,3.145105,2.347995,2.540268,3.52617,2.853883
381,2.571581,2.984421,2.50429,2.619388,2.702936
382,2.786052,3.089188,2.599021,2.699752,2.755189
383,3.011261,2.495732,2.436612,3.335186,2.702457
384,2.697578,2.697412,2.353482,2.815419,2.582681
385,2.959656,3.382123,2.882407,2.801255,2.992248
386,2.774581,2.548072,2.398279,2.962931,2.58255
387,2.934125,2.450065,2.397404,3.265458,2.743285
388,3.145523,2.41107,2.563014,3.493766,2.774152
389,3.06279,2.416105,2.472212,3.415693,2.744902
390,2.793212,2.353946,2.248259,3.141029,2.647887
391,2.502227,2.858063,2.399842,2.495937,2.612664
392,2.922903,2.361601,2.30737,3.297252,2.779107
393,2.6473,2.798033,2.418043,2.775249,2.700732
394,2.644812,2.796872,2.34508,2.80199,2.679559
395,3.150103,2.444274,2.511044,3.512218,2.812988
396,2.402873,2.605059,2.20629,2.536519,2.540447
397,2.441053,2.685628,2.29067,2.579576,2.679476
398,2.702275,2.790218,2.436554,2.757789,2.75759
399,2.654652,2.555638,2.281935,2.91349,2.797132
400,2.990582,2.428172,2.4185,3.371144,2.81386
401,2.942392,2.591431,2.401796,3.214618,2.786603
402,3.02336,2.394312,2.368368,3.363495,2.731702
403,3.022189,3.53708,2.994022,2.864666,3.192939
404,2.87848,2.6725,2.382679,3.175109,2.797591
405,2.764,3.029597,2.584681,2.7048,2.699959
406,2.99965,2.781939,2.491186,3.120523,2.835481
407,3.178503,2.820277,2.601072,3.347337,2.890195
408,3.0779,2.815337,2.54472,3.294171,2.934966
409,2.74417,2.905003,2.493038,2.860249,2.792279
410,2.588269,2.530889,2.180806,2.761509,2.451539
411,2.666544,2.910773,2.486498,2.645443,2.640987
412,2.798262,2.71242,2.376422,2.966672,2.650451
413,2.436256,2.007789,2.025478,2.766971,2.069964
414,2.573275,3.006541,2.472343,2.538948,2.749353
415,2.835,3.139813,2.632668,2.874931,2.929263
416,3.033589,3.114699,2.713725,3.201511,3.051232
417,2.964207,2.535714,2.401084,3.243621,2.767361
418,2.777959,3.065221,2.587833,2.907071,2.947632
419,2.94211,2.412312,2.305896,3.232343,2.698736
420,2.603659,3.069182,2.509153,2.57606,2.77388
421,2.69374,2.695632,2.36643,2.830106,2.668106
422,2.716541,2.987211,2.509443,2.802218,2.829243
423,2.93304,2.741585,2.449029,3.079807,2.730845
424,3.186597,2.498282,2.518418,3.546852,2.935406
425,2.823397,2.854813,2.459343,2.895638,2.788238
426,2.650123,3.088335,2.60155,2.651651,2.930224
427,2.910306,2.981684,2.615129,2.910725,2.876372
428,2.685009,2.891054,2.421573,2.734034,2.744669
429,2.933718,2.321807,2.312396,3.250433,2.69657
430,2.851858,3.273434,2.742214,2.791744,2.975385
431,3.155308,2.587987,2.504041,3.489996,2.910383
432,2.6072,2.604524,2.256466,2.817024,2.59075
433,2.447608,2.922263,2.429359,2.527112,2.797235
434,2.731204,2.610982,2.296286,2.892106,2.675596
435,2.472357,3.291853,2.809815,2.049006,2.458064
436,2.658573,3.081078,2.704387,2.491824,2.570886
437,2.324713,3.115761,2.651247,2.02193,2.381059
438,2.456475,3.294154,2.806345,2.070629,2.491668
439,2.455165,3.245753,2.794815,2.165236,2.506681
440,2.662003,3.391441,2.949143,2.234939,2.592292
441,2.837454,3.606425,3.130138,2.313732,2.763125
442,2.728621,3.69866,3.180542,2.330427,3.001647
443,2.573479,3.434388,2.92407,2.136737,2.624524
444,2.528513,3.161303,2.72224,2.239182,2.592104
445,2.474624,3.355015,2.823727,2.099219,2.593508
446,2.627559,3.483081,2.981832,2.282486,2.897038
447,2.822688,3.502326,3.066366,2.276763,2.59686
448,2.450631,3.426273,2.928809,2.067922,2.607831
449,2.646574,3.225022,2.824711,2.261585,2.385015
450,2.680558,3.580707,3.090236,2.250271,2.910189
451,2.480024,3.308547,2.81771,1.95706,2.404294
452,2.522004,3.407771,2.927609,2.22572,2.835733
453,2.429911,3.368323,2.881366,2.035062,2.588244
454,2.558519,3.328642,2.885267,2.104855,2.490702
455,2.421488,3.354905,2.876192,2.026292,2.519263
456,2.712038,3.344137,2.878882,2.22866,2.489445
457,2.571925,3.368787,2.862936,2.030717,2.513762
458,2.311914,3.094818,2.669969,2.010711,2.349085
459,2.43791,3.140125,2.709742,2.078906,2.32309
460,2.621407,3.240156,2.802196,2.242815,2.514618
461,2.450929,2.835738,2.456604,2.217376,2.133
462,2.790431,3.287493,2.935549,2.300626,2.400132
463,2.454385,3.094214,2.693544,2.05731,2.271583
464,2.185909,3.016809,2.593163,2.061954,2.334514
465,2.649185,3.414369,2.963954,2.12927,2.566754
466,2.405308,2.351703,2.294119,2.537675,1.901914
467,2.727366,3.528675,3.028042,2.136548,2.617378
468,2.425638,3.175251,2.694181,2.038215,2.406248
469,2.407332,2.735021,2.393146,2.174455,2.001096
470,2.65664,3.623749,3.123894,2.319329,2.882528
471,2.361715,3.064907,2.631668,1.975736,2.262741
472,2.282427,3.110986,2.67391,1.928254,2.315812
473,2.478448,3.261996,2.802203,2.037728,2.432376
474,2.204593,2.932001,2.503062,2.08032,2.291136
475,2.223182,2.984309,2.551795,1.991725,2.271951
476,2.476698,3.160533,2.764358,2.134174,2.550319
477,2.548456,3.35837,2.901155,2.052159,2.477484
478,2.500238,3.153141,2.749015,2.002743,2.261143
479,2.553307,3.346989,2.907212,2.251254,2.681325
480,2.511418,3.224266,2.798783,2.121064,2.361169
481,2.383799,3.129567,2.660263,2.01739,2.282379
482,2.413822,3.193822,2.726608,2.004732,2.361565
483,2.336587,3.101871,2.658265,1.951837,2.261164
484,2.398756,3.012667,2.637251,2.106925,2.194473
485,2.363845,3.165387,2.701928,2.011616,2.375417
486,2.905594,3.718526,3.200218,2.475244,3.033687
487,2.543979,3.38806,2.876164,2.105484,2.594786
488,2.629847,3.102239,2.709771,2.321529,2.406173
489,2.75678,3.696178,3.199792,2.236357,2.833017
490,2.759839,3.351458,2.952017,2.363459,2.56589
491,2.420191,3.275617,2.777694,2.048298,2.516806
492,2.658753,3.565358,3.070454,2.248778,2.894399
493,2.730307,3.51933,3.048393,2.266273,2.701711
494,2.719099,3.700136,3.186633,2.338632,3.011684
495,2.709908,3.239497,2.818097,2.368401,2.552529
496,2.47211,3.245941,2.767647,2.172328,2.70775
497,2.572007,3.192352,2.769179,2.144723,2.375165
498,2.34105,2.969101,2.522457,2.081276,2.264604
499,2.515158,3.400457,2.92026,2.153839,2.583786
500,2.341302,2.731612,2.394446,2.224127,2.305649
501,2.192014,2.837401,2.423914,1.889054,2.027218
502,2.430386,3.175317,2.762008,2.16338,2.640862
503,2.560459,3.509404,2.988982,2.170077,2.765726
504,2.384021,3.335932,2.837479,1.981968,2.530157
505,2.503832,3.168651,2.706231,2.025974,2.312818
506,2.710176,3.228844,2.826539,2.298812,2.411219
507,2.346787,3.13083,2.649315,1.873251,2.266194
508,2.459883,3.153064,2.732955,2.116705,2.41072
509,2.513076,3.317673,2.899991,2.067334,2.456179
510,2.573463,3.488232,2.997851,2.189188,2.722222
511,2.897745,2.431433,2.450646,3.052501,2.29528
512,2.420474,2.773837,2.450157,2.134745,1.969189
513,2.272136,2.737603,2.400596,1.987178,1.962882
514,2.162162,2.936799,2.49945,1.920395,2.169225
515,2.682072,3.461,3.005644,2.183527,2.63066
