,0.000000
277,-3.162065
278,-2.011498
279,-3.077558
280,-3.067839
281,-2.300517
282,-2.647603
283,-3.590664
284,-2.258449
285,-2.87946
286,-2.694948
287,-2.480152
288,-3.085508
289,-2.418679
290,-2.602639
291,-3.263726
292,-1.928768
293,-1.986858
294,-2.842802
295,-2.755225
296,-2.541509
297,-1.943526
298,-2.480985
299,-2.947025
300,-2.352823
301,-2.819639
302,-2.601788
303,-2.234779
304,-2.514464
305,-2.445465
306,-3.224723
307,-2.659994
308,-2.264602
309,-2.9951
310,-3.268321
311,-1.782779
312,-2.623155
313,-1.584116
314,-2.61466
315,-2.267965
316,-2.510811
317,-2.762274
318,-2.448519
319,-2.507112
320,-3.118462
321,-2.891968
322,-2.450313
323,-2.460585
324,-2.490995
325,-2.236806
326,-3.072755
327,-2.59087
328,-2.503126
329,-3.21575
330,-2.275233
331,-2.968331
332,-2.83296
333,-2.693813
334,-3.077516
335,-3.009062
336,-2.222934
337,-3.044573
338,-1.757331
339,-2.946076
340,-2.425625
341,-2.43115
342,-2.105087
343,-2.399112
344,-2.165996
345,-2.99811
346,-2.784381
347,-3.183039
348,-2.051707
349,-2.249714
350,-2.887705
351,-2.130247
352,-2.188347
353,-2.166295
354,-1.838162
355,-2.562564
356,-2.305863
357,-1.719233
358,-2.38798
359,-2.65116
360,-2.962516
361,-2.422762
362,-2.644335
363,-2.681404
364,-2.628138
365,-3.061008
366,-2.176351
367,-2.86883
368,-1.829451
369,-3.217588
370,-2.260163
371,-2.935818
372,-2.54212
373,-2.489811
374,-2.687702
375,-2.690054
376,-2.448398
377,-3.287342
378,-2.704002
379,-3.295861
380,-2.028833
381,-2.68523
382,-2.452478
383,-1.857334
384,-2.780522
385,-3.113716
386,-2.755442
387,-2.156218
388,-2.124216
389,-1.907212
390,-2.339551
391,-3.739622
392,-1.86879
393,-2.630586
394,-2.569039
395,-2.636536
396,-3.23779
397,-3.449305
398,-2.97255
399,-2.91679
400,-2.271854
401,-2.033674
402,-2.407362
403,-2.876999
404,-2.321815
405,-2.482693
406,-1.940612
407,-2.74204
408,-2.185401
409,-2.267847
410,-2.417938
411,-3.094823
412,-2.096884
413,-2.507051
414,-3.428674
415,-2.939499
416,-2.222506
417,-2.406249
418,-3.203281
419,-2.561105
420,-2.900695
421,-2.00867
422,-2.823673
423,-2.479912
424,-2.63738
425,-2.351077
426,-3.483831
427,-1.985155
428,-2.80994
429,-3.066216
430,-2.9278
431,-2.412696
432,-2.850492
433,-2.912505
434,-2.854566
435,-3.698106
436,-3.240665
437,-3.242033
438,-3.641053
439,-2.488932
440,-3.615791
441,-3.388461
442,-3.588333
443,-3.369966
444,-2.237713
445,-3.246787
446,-3.003016
447,-3.495531
448,-2.617137
449,-3.457562
450,-3.315335
451,-2.664797
452,-3.254164
453,-3.318493
454,-3.939647
455,-3.197751
456,-3.401748
457,-3.532391
458,-3.005115
459,-3.064598
460,-3.885971
461,-3.008766
462,-3.153678
463,-2.654689
464,-2.720641
465,-2.352692
466,-2.13157
467,-2.873268
468,-4.027884
469,-3.304137
470,-3.537406
471,-3.031768
472,-3.281095
473,-2.810023
474,-2.821596
475,-4.61807
476,-3.217145
477,-3.2221
478,-2.916876
479,-2.839782
480,-3.254704
481,-3.650167
482,-2.593989
483,-3.582347
484,-2.60574
485,-2.862549
486,-3.446639
487,-2.849767
488,-3.036254
489,-2.556452
490,-3.699018
491,-2.61724
492,-3.15895
493,-4.010164
494,-3.530051
495,-2.712987
496,-2.686608
497,-3.313416
498,-2.973585
499,-3.295575
500,-3.133633
501,-2.168954
502,-3.497484
503,-2.776333
504,-3.417411
505,-3.715672
506,-3.447703
507,-3.121402
508,-3.106285
509,-3.310658
510,-3.792409
511,-2.209521
512,-3.309546
513,-2.452717
514,-3.019474
515,-3.250965
516,-3.551689
517,-3.155206
518,-2.877414
519,-3.904875
520,-2.663043
521,-3.94894
522,-2.99742
523,-3.693227
524,-3.465067
525,-2.634528
526,-2.603994
527,-3.586286
528,-2.715639
529,-2.633997
530,-2.995491
531,-2.78053
532,-3.524568
533,-3.137454
534,-3.096225
535,-2.671214
536,-2.611498
537,-2.12899
538,-2.680795
539,-2.549356
540,-3.325128
541,-1.943872
542,-2.325764
543,-2.831197
544,-2.149476
545,-2.229051
546,-2.205927
547,-2.422332
548,-2.141501
549,-2.337794
550,-2.24374
551,-2.665185
552,-1.902399
553,-2.637843
554,-2.757558
555,-2.845057
556,-2.586766
557,-2.531703
558,-3.115643
559,-2.654275
560,-3.075846
561,-2.012384
562,-3.415033
563,-3.100064
564,-2.318822
565,-2.843081
566,-2.902003
567,-3.733905
568,-3.903266
569,-2.69707
570,-2.260184
571,-3.353952
572,-2.954518
573,-3.035142
574,-3.625014
575,-2.69631
576,-3.654987
577,-2.840626
578,-3.914121
579,-3.977009
580,-2.698298
581,-2.71729
582,-3.611673
583,-3.588077
584,-3.761323
585,-2.899681
586,-2.777655
587,-3.254039
588,-3.030247
589,-3.106814
590,-2.690428
591,-3.285862
592,-4.007709
593,-3.067952
594,-3.084454
595,-3.675516
596,-3.5281
597,-3.131518
598,-3.357015
599,-3.317389
600,-2.609092
601,-3.530691
602,-2.799513
603,-2.659997
604,-3.297518
605,-3.137592
606,-2.935178
607,-3.237028
608,-2.14489
609,-2.643597
610,-2.733402
611,-3.437497
612,-3.069313
613,-2.530211
614,-3.870274
615,-3.536904
616,-2.774483
617,-3.135713
618,-3.070441
619,-3.834583
620,-2.711566
621,-3.654849
622,-2.245064
623,-2.796634
624,-2.776161
625,-3.208925
626,-2.84491
627,-2.671312
628,-2.269747
629,-2.131657
630,-2.593103
631,-3.14957
632,-3.245109
633,-2.757208
634,-3.467897
635,-2.393772
636,-3.584878
637,-3.30687
638,-3.5371
639,-3.393461
640,-3.003919
641,-3.827217
642,-3.005837
643,-3.113511
644,-3.04678
645,-3.445291
646,-3.801178
647,-2.742278
648,-3.152986
649,-2.847915
650,-2.740215
651,-3.120811
652,-3.675677
653,-2.663117
654,-2.211155
655,-3.578616
656,-3.36521
657,-3.013458
658,-3.237888
659,-3.779561
660,-2.940725
661,-3.26113
662,-3.38551
663,-3.192166
664,-2.961448
665,-2.476869
666,-2.94662
667,-3.707833
668,-3.468701
669,-2.992531
670,-2.533768
671,-2.621721
672,-2.458073
673,-2.470349
674,-2.601673
675,-2.864696
676,-2.119831
677,-3.376633
678,-2.467456
679,-3.531673
680,-2.679368
681,-3.852881
682,-3.121047
683,-3.785694
684,-2.783348
685,-2.344761
686,-3.358385
687,-3.149624
688,-3.15187
689,-3.100807
690,-3.936723
691,-1.929295
692,-2.678155
693,-2.667839
694,-3.582295
695,-3.246692
696,-2.363682
697,-2.65355
698,-3.451892
699,-3.16176
700,-3.312589
701,-2.911816
702,-3.043555
703,-3.002711
704,-3.035576
705,-3.166597
706,-3.943714
707,-3.894566
708,-3.789704
709,-2.467796
710,-3.043107
711,-2.53075
712,-3.28997
713,-3.041354
714,-2.547691
715,-3.106695
716,-2.710189
717,-3.416446
718,-3.130497
719,-3.39038
720,-4.420678
721,-2.25701
722,-3.165067
723,-2.966697
724,-2.695469
725,-2.688944
726,-4.046234
727,-2.526246
728,-1.8266
729,-3.322217
730,-3.469853
731,-2.67106
732,-3.165571
733,-3.493565
734,-2.92174
735,-3.512057
736,-3.390958
737,-2.540528
738,-2.672906
739,-2.88182
740,-3.268315
741,-1.956795
742,-2.67835
743,-2.728786
744,-2.870394
745,-2.890445
746,-2.916778
747,-2.721591
748,-3.154393
749,-3.588286
750,-2.970588
751,-2.859099
752,-1.811624
753,-2.732805
754,-3.227947
755,-2.703404
756,-2.538251
757,-2.555114
758,-3.728586
759,-2.372975
760,-2.189682
761,-2.362032
762,-2.382432
763,-2.001204
764,-2.981162
765,-2.916714
766,-3.472281
767,-3.120133
768,-3.428406
769,-3.605279
770,-3.319583
771,-2.343883
772,-2.691269
773,-3.135564
774,-2.722996
775,-3.06202
776,-2.977526
777,-2.490951
778,-2.307855
779,-2.119187
780,-2.283193
781,-2.880571
782,-3.978685
783,-3.889711
784,-2.581134
785,-3.899743
786,-3.825143
787,-3.542363
788,-1.543381
789,-2.727274
790,-2.673193
791,-3.606089
792,-2.752391
793,-1.978776
794,-3.651023
795,-3.656194
796,-3.032787
797,-3.507199
798,-3.280178
799,-2.544825
800,-3.267237
801,-3.388607
802,-3.769229
803,-4.001656
804,-3.096228
805,-3.107957
806,-2.925412
807,-2.698683
808,-2.752893
809,-3.004363
810,-3.431809
811,-2.582405
812,-3.756707
813,-3.82354
814,-2.071211
815,-3.082584
816,-3.102536
817,-2.383745
818,-2.838611
819,-2.429343
820,-3.12865
821,-2.657831
822,-2.897005
823,-2.058082
824,-2.578394
825,-3.312238
826,-3.040994
827,-2.168733
828,-3.062852
829,-3.005674
830,-2.735189
831,-3.342448
832,-2.748817
833,-2.755941
834,-2.505569
835,-2.491286
836,-3.134077
837,-3.358616
838,-3.271341
839,-2.26875
840,-2.815858
841,-2.983699
842,-2.656288
843,-2.324949
844,-4.034125
845,-3.982022
846,-3.591513
847,-2.317351
848,-2.644713
849,-3.693312
850,-2.638482
851,-3.019317
852,-3.281785
853,-2.843148
854,-3.027271
855,-2.479019
856,-4.258686
857,-3.025385
858,-2.741153
859,-2.756807
860,-2.908592
861,-2.232013
862,-3.089761
863,-2.967446
864,-2.258232
865,-2.729534
866,-3.303145
867,-3.464093
868,-3.585506
869,-3.159594
870,-3.038819
871,-2.9649
872,-3.527705
873,-3.305862
874,-2.478214
875,-2.721826
876,-2.560599
877,-2.126439
878,-3.347762
879,-3.204174
880,-2.490862
881,-3.076938
882,-2.924465
883,-2.408214
884,-2.715211
885,-2.684746
886,-3.77479
887,-3.328171
888,-3.473535
889,-2.848346
890,-3.15912
891,-2.681816
892,-2.80177
893,-2.688272
894,-2.648806
895,-3.5294
896,-3.227873
897,-3.514083
898,-3.329128
899,-3.355646
900,-3.14808
901,-3.59135
902,-3.060753
903,-2.992012
904,-3.526188
905,-3.121607
906,-3.298472
907,-2.452233
908,-3.359171
909,-4.247086
910,-3.456332
911,-2.966534
912,-3.500524
913,-3.399708
914,-2.672386
915,-3.083332
916,-2.475761
917,-3.557609
918,-3.191379
919,-2.431156
920,-2.999596
921,-3.297144
922,-2.332715
923,-3.278859
924,-2.464765
925,-3.18825
926,-2.797981
927,-2.647599
928,-2.85335
929,-2.944872
930,-3.364782
931,-3.364112
932,-2.54684
933,-3.079542
934,-3.669185
935,-3.343241
936,-2.690521
937,-2.734907
938,-2.391807
939,-2.113864
940,-3.265107
941,-2.940361
942,-2.130552
943,-3.283474
944,-3.057435
945,-2.927097
946,-1.695413
947,-1.78144
948,-2.748962
949,-2.826062
950,-1.88306
951,-2.033306
952,-3.02556
953,-1.703668
954,-2.761144
955,-3.3097
956,-3.15649
957,-2.791008
958,-2.311396
959,-2.663255
960,-2.78942
961,-3.882389
962,-2.687301
963,-2.914831
964,-2.499473
965,-3.414239
966,-2.971819
967,-2.902703
968,-2.943821
969,-3.241226
970,-3.563778
971,-2.864184
972,-2.251736
973,-2.543894
974,-2.936476
975,-3.887366
976,-3.529641
977,-3.201444
978,-3.441476
979,-2.318301
980,-3.211382
981,-2.461668
982,-3.301354
983,-3.42623
984,-2.947258
985,-3.93758
986,-2.366903
987,-3.665919
988,-2.888354
989,-3.69405
990,-3.580313
991,-3.217943
992,-2.545332
993,-3.237226
994,-2.891431
995,-2.955787
996,-2.679381
997,-2.269814
998,-3.511077
999,-3.966958
1000,-3.241128
1001,-2.606011
1002,-3.058457
1003,-3.560398
1004,-2.217955
1005,-3.089292
1006,-4.006647
1007,-1.956581
1008,-3.857825
1009,-3.410951
1010,-3.039792
1011,-2.943047
1012,-2.505608
1013,-3.327999
1014,-2.612043
1015,-3.472912
1016,-3.467734
1017,-3.537652
1018,-3.267311
1019,-2.712352
1020,-3.096813
1021,-3.950692
1022,-3.635602
1023,-3.121654
1024,-3.989377
1025,-2.532849
1026,-2.312358
1027,-3.316835
1028,-2.300613
1029,-2.024862
1030,-2.397383
1031,-3.003063
1032,-3.941757
1033,-2.506175
1034,-2.226293
1035,-2.112648
1036,-2.095019
1037,-2.530787
1038,-2.632328
1039,-2.825493
1040,-3.363977
1041,-2.855608
1042,-1.893031
1043,-3.433939
1044,-3.116603
1045,-3.11041
1046,-3.187087
1047,-3.097406
1048,-2.899007
1049,-2.325769
1050,-3.220745
1051,-3.070127
1052,-2.773149
1053,-2.838825
1054,-3.096957
1055,-3.653034
1056,-2.894871
1057,-3.003457
1058,-3.171221
1059,-2.529673
1060,-2.334916
1061,-2.684669
1062,-2.209586
1063,-4.174908
1064,-2.950908
1065,-2.474837
1066,-2.747855
1067,-3.128
1068,-2.279695
1069,-2.392515
1070,-2.102688
1071,-2.24782
1072,-2.483279
1073,-2.730434
1074,-3.253328
1075,-2.792916
1076,-3.413484
1077,-2.507261
1078,-3.3788
1079,-2.931239
1080,-2.952472
1081,-2.866587
1082,-3.0203
1083,-2.842448
1084,-2.67361
1085,-3.715976
1086,-3.443117
1087,-3.472526
1088,-2.808599
1089,-3.05189
1090,-2.835483
1091,-2.629436
1092,-3.659529
1093,-2.872153
1094,-2.53797
1095,-2.923
1096,-2.780351
1097,-2.07642
1098,-2.459622
1099,-3.335474
1100,-2.829688
1101,-2.379861
1102,-3.20025
1103,-2.731328
1104,-3.403291
1105,-3.213124
1106,-3.153987
1107,-2.922933
1108,-2.515724
1109,-2.914143
1110,-3.391719
1111,-3.232159
1112,-2.639059
1113,-2.953904
1114,-2.911499
1115,-3.42847
1116,-2.487976
1117,-3.330025
1118,-1.956497
1119,-2.485788
1120,-1.841663
1121,-3.325929
1122,-3.058715
1123,-2.96554
1124,-2.075833
1125,-2.740567
1126,-3.093704
1127,-2.172747
1128,-3.562657
1129,-2.843432
1130,-3.500502
1131,-2.647723
1132,-3.106697
1133,-2.65098
1134,-2.952415
1135,-2.181464
1136,-3.180527
1137,-2.382469
1138,-2.719824
1139,-2.835418
1140,-2.42458
1141,-3.799199
1142,-3.572704
1143,-1.764617
1144,-3.066543
1145,-3.391797
1146,-3.995771
1147,-3.19539
1148,-3.13037
1149,-3.531099
1150,-2.941862
1151,-2.584243
1152,-3.021713
1153,-2.600401
1154,-2.616204
1155,-3.529515
1156,-2.68239
1157,-2.333029
1158,-2.148925
1159,-2.996315
1160,-2.721064
1161,-2.539201
1162,-3.127507
1163,-3.080481
1164,-2.529614
1165,-3.573462
1166,-2.955344
1167,-3.20199
1168,-2.936476
1169,-3.01638
1170,-3.080073
1171,-2.656675
1172,-3.329834
1173,-3.560765
1174,-2.879054
1175,-1.843833
1176,-2.307381
1177,-2.724181
1178,-3.247774
1179,-3.125253
1180,-3.094551
1181,-3.788425
1182,-2.748398
1183,-2.253051
1184,-2.288326
1185,-2.863218
1186,-2.82199
1187,-3.505005
1188,-3.507757
1189,-2.555342
1190,-4.053074
1191,-3.231511
1192,-3.082654
1193,-2.893041
1194,-3.028701
1195,-3.147437
1196,-3.177723
1197,-3.550208
1198,-2.564258
1199,-2.170752
1200,-2.848697
1201,-3.105961
1202,-2.079286
1203,-2.784813
1204,-2.299248
1205,-2.182092
1206,-2.778923
1207,-3.093821
1208,-2.482967
1209,-3.287119
1210,-3.518684
1211,-2.486438
1212,-2.764003
1213,-3.022575
1214,-3.303934
1215,-2.578272
1216,-2.628023
1217,-3.043429
1218,-3.258548
1219,-2.766643
1220,-3.790885
1221,-3.317404
1222,-3.767572
1223,-2.357589
1224,-3.205612
1225,-3.321008
1226,-3.208943
1227,-3.689428
1228,-3.15265
1229,-3.578417
1230,-3.831979
1231,-3.740774
1232,-2.629444
1233,-2.918569
1234,-3.418784
1235,-3.272903
1236,-2.434746
1237,-2.931549
1238,-3.565983
1239,-2.467563
1240,-2.718119
1241,-2.607749
1242,-2.887673
1243,-3.166573
1244,-2.782441
1245,-3.853748
1246,-3.225923
1247,-3.286011
1248,-3.885065
1249,-3.347852
1250,-2.768317
1251,-2.959545
1252,-2.582743
1253,-3.648482
1254,-3.165171
1255,-3.350139
1256,-4.273221
1257,-2.971508
1258,-2.66748
1259,-3.400991
1260,-2.899361
1261,-3.206837
1262,-2.451234
1263,-2.553997
1264,-3.079581
1265,-3.416205
1266,-2.614772
1267,-2.748906
1268,-2.738589
1269,-3.783204
1270,-4.164122
1271,-2.565618
1272,-3.398645
1273,-3.307911
1274,-3.238004
1275,-2.729362
1276,-3.716956
1277,-2.768723
1278,-3.113439
1279,-3.490535
1280,-3.635137
1281,-3.409863
1282,-3.542114
1283,-3.304861
1284,-3.550348
1285,-3.280425
1286,-2.427902
1287,-2.640791
1288,-3.183215
1289,-2.922398
1290,-3.32157
1291,-3.120499
1292,-2.576833
1293,-3.053938
1294,-3.803403
1295,-3.459501
1296,-2.069503
1297,-2.940464
1298,-3.378724
1299,-3.387075
1300,-2.562379
1301,-3.089494
1302,-3.482707
1303,-3.365855
1304,-3.237757
1305,-2.934839
1306,-3.373461
1307,-3.27564
1308,-2.561174
1309,-3.083153
1310,-3.60927
1311,-2.822588
1312,-2.219225
1313,-3.036018
1314,-3.334917
1315,-3.342578
1316,-3.806595
1317,-2.937068
1318,-2.358634
1319,-1.995213
1320,-2.275677
1321,-2.221315
1322,-2.104041
1323,-2.395079
1324,-2.265469
1325,-3.182192
1326,-2.689092
1327,-1.964632
1328,-1.77846
1329,-2.784091
1330,-3.525248
1331,-3.224537
1332,-3.09381
1333,-3.067167
1334,-3.430477
1335,-3.113483
1336,-3.106044
1337,-3.122287
1338,-3.615346
1339,-2.802483
1340,-3.002307
1341,-3.08889
1342,-2.883551
1343,-2.802302
1344,-3.066985
1345,-1.908906
1346,-3.099127
1347,-2.804062
1348,-3.355333
1349,-3.256568
1350,-3.16062
1351,-2.834554
1352,-3.218416
1353,-2.660597
1354,-3.322583
1355,-1.892449
1356,-2.355969
1357,-2.89674
1358,-2.692171
1359,-2.862828
1360,-2.312635
1361,-2.358782
1362,-3.165613
1363,-3.157725
1364,-2.789035
1365,-3.071608
1366,-2.213078
1367,-2.816946
1368,-2.431901
1369,-3.402376
1370,-2.242872
1371,-2.152557
1372,-2.671044
1373,-2.322655
1374,-2.564767
1375,-2.861073
1376,-2.668162
1377,-2.537366
1378,-2.504103
1379,-2.576698
1380,-2.763656
1381,-2.706126
1382,-2.338508
1383,-2.231151
1384,-3.290576
1385,-3.675459
1386,-2.95362
1387,-3.261033
1388,-2.260677
1389,-2.975967
1390,-2.473728
1391,-3.304804
1392,-1.860722
1393,-2.942302
1394,-2.712655
1395,-2.863451
1396,-3.175573
1397,-2.926387
1398,-2.154268
1399,-2.344104
1400,-3.038127
1401,-3.524242
1402,-3.250939
1403,-3.299071
1404,-2.912021
1405,-2.378835
1406,-3.067535
1407,-3.615968
1408,-2.573517
1409,-2.92898
1410,-3.12479
1411,-2.976557
1412,-3.050449
1413,-2.809536
1414,-4.005863
1415,-2.43327
1416,-2.957615
1417,-2.56214
1418,-2.341261
1419,-2.546031
1420,-3.557599
1421,-2.565791
1422,-1.744375
1423,-2.021919
1424,-2.884303
1425,-2.057873
1426,-3.111778
1427,-1.794159
1428,-2.834056
1429,-3.118534
1430,-2.495822
1431,-1.697361
1432,-2.898946
1433,-3.732949
1434,-1.953092
1435,-2.84725
1436,-1.990221
1437,-3.27477
1438,-2.006804
1439,-2.369554
1440,-3.202861
1441,-2.671503
1442,-3.039644
1443,-3.376251
1444,-1.951295
1445,-2.686392
1446,-2.986282
1447,-2.725845
1448,-2.128572
1449,-3.153893
1450,-2.910541
1451,-2.240855
1452,-2.361689
1453,-3.44497
1454,-1.917806
1455,-1.939262
1456,-2.829462
1457,-3.118185
1458,-1.973816
1459,-2.124505
1460,-3.033821
1461,-3.335188
1462,-2.639696
1463,-2.699147
1464,-3.83018
1465,-3.388575
1466,-2.927058
1467,-2.823773
1468,-2.601939
1469,-2.091648
1470,-2.868981
1471,-3.064659
1472,-2.101323
1473,-2.551279
1474,-3.266776
1475,-3.45092
1476,-2.611087
1477,-2.700664
1478,-1.820253
1479,-2.793284
1480,-2.599743
1481,-4.333415
1482,-2.292555
1483,-2.272608
1484,-1.698094
1485,-3.656478
1486,-3.115989
1487,-2.590511
1488,-3.093892
1489,-3.197034
1490,-2.904207
1491,-2.625111
1492,-2.961385
1493,-3.773875
1494,-2.45712
1495,-1.953943
1496,-2.30645
1497,-2.391321
1498,-2.481786
1499,-3.108159
1500,-2.075607
1501,-2.511498
1502,-2.922904
1503,-2.370541
1504,-2.127703
1505,-3.728584
1506,-2.315895
1507,-2.913514
1508,-2.594803
1509,-2.460906
1510,-3.457285
1511,-2.653311
1512,-3.341359
1513,-2.095198
1514,-2.054037
1515,-3.297318
1516,-3.850457
1517,-2.380775
1518,-2.661681
1519,-3.336842
1520,-2.32629
1521,-3.667469
1522,-2.375475
1523,-3.079412
1524,-2.570126
1525,-2.620256
1526,-2.893376
1527,-2.466732
1528,-2.947871
1529,-3.017835
1530,-3.671344
1531,-2.607841
1532,-1.876954
1533,-2.926005
1534,-3.361579
1535,-2.50688
1536,-3.091283
1537,-2.182924
1538,-3.485735
1539,-1.940654
1540,-2.962894
1541,-2.600927
1542,-2.095849
1543,-2.19382
1544,-3.160921
1545,-2.525067
1546,-1.999174
1547,-2.951791
1548,-3.747483
1549,-2.632648
1550,-3.461374
1551,-2.474512
1552,-2.247171
1553,-2.141972
1554,-3.074381
1555,-2.250742
1556,-2.769363
1557,-2.685823
1558,-2.865852
1559,-2.879769
1560,-2.17309
1561,-2.225817
1562,-2.749839
1563,-2.068867
1564,-2.504176
1565,-2.283009
1566,-1.977111
1567,-2.742375
1568,-2.923403
1569,-2.5466
1570,-2.447373
1571,-1.929975
1572,-2.71008
1573,-2.823449
1574,-2.674664
1575,-1.375976
1576,-1.990959
1577,-2.461161
1578,-3.552432
1579,-2.122379
1580,-3.208769
1581,-3.040513
1582,-3.054853
1583,-2.540239
1584,-2.158477
1585,-3.875235
1586,-2.633425
1587,-3.069373
1588,-1.94519
1589,-2.994312
1590,-2.67619
1591,-2.396543
1592,-3.281576
1593,-2.249564
1594,-3.470944
1595,-3.448115
1596,-2.884159
1597,-2.769673
1598,-2.26439
1599,-2.499354
1600,-2.507935
1601,-2.392056
1602,-2.824477
1603,-2.735605
1604,-3.356121
1605,-3.781273
1606,-2.458203
1607,-3.131706
1608,-2.853029
1609,-2.168142
1610,-2.181504
1611,-2.31136
1612,-3.051171
1613,-2.378408
1614,-2.991482
1615,-3.130776
1616,-2.417744
1617,-1.925432
1618,-2.472153
1619,-2.946092
1620,-3.632499
1621,-2.838856
1622,-2.735866
1623,-3.104775
1624,-1.847024
1625,-3.37471
1626,-2.563965
1627,-2.141524
1628,-2.990066
1629,-2.698484
1630,-3.328873
1631,-2.86438
1632,-2.946738
1633,-2.290337
1634,-2.559211
1635,-3.05778
1636,-2.32629
1637,-3.022261
1638,-2.785484
1639,-2.857312
1640,-2.594965
1641,-3.694036
1642,-2.616176
1643,-3.200078
1644,-3.087155
1645,-1.84493
1646,-2.964423
1647,-2.951877
1648,-2.869093
1649,-2.961667
1650,-2.513041
1651,-2.349173
1652,-2.819322
1653,-2.54936
1654,-2.27293
1655,-3.034656
1656,-2.29778
1657,-2.122543
1658,-2.11915
1659,-1.597871
1660,-2.407795
1661,-2.110452
1662,-2.095877
1663,-2.451429
1664,-2.536735
