,0.000000
579,-66194.485224
580,-73812.758508
581,-71572.499319
582,-74577.305653
583,-59610.629046
584,-45950.204653
585,-55624.857299
586,-60069.300817
587,-58010.061602
588,-64758.735452
589,-52121.16289
590,-53517.558066
591,-49417.471877
592,-54989.293153
593,-50975.851357
594,-51524.13859
595,-56279.485081
596,-51373.796857
597,-52878.278364
598,-50417.69979
599,-51298.592891
600,-57578.859798
601,-40896.22448
602,-56306.085825
603,-48496.358297
604,-48593.28088
605,-54634.225223
606,-48726.61895
607,-46195.399232
608,-51064.509044
609,-39492.921747
610,-49719.252592
611,-41553.264523
612,-48894.020597
613,-44159.603275
614,-55133.058332
615,-45834.453728
616,-45332.087627
617,-42616.848865
618,-66500.356273
619,-54639.957106
620,-53115.678387
621,-57148.818612
622,-66687.040667
623,-50834.236803
624,-46767.194211
625,-45318.752967
626,-58936.497405
627,-47777.94806
628,-54389.103689
629,-40507.763012
630,-40486.410773
631,-53145.055305
632,-47183.821754
633,-47563.423837
634,-50474.779343
635,-65195.652021
636,-38891.677772
637,-63613.715679
638,-55991.283679
639,-53280.225652
640,-46970.063582
641,-47210.269165
642,-40767.928972
643,-46201.401704
644,-48807.533602
645,-47584.521483
646,-55051.440375
647,-51920.5099
648,-53074.515024
649,-38169.765904
650,-60961.251448
651,-41774.962473
652,-39398.10588
653,-37092.792932
654,-63142.007684
655,-37792.254119
656,-36409.482582
657,-52847.006695
658,-57742.019853
659,-55158.669612
660,-53190.586915
661,-66999.389197
662,-45016.204703
663,-57393.414512
664,-52903.811461
665,-56438.400353
666,-57958.117386
667,-56109.965497
668,-48727.240971
669,-45971.349711
670,-71324.009465
671,-63090.683394
672,-54630.664126
673,-68677.523228
674,-38032.289889
675,-48753.688207
676,-51898.331082
677,-71798.787069
678,-58852.928742
679,-57193.916302
680,-47876.438661
681,-54624.758651
682,-49493.069299
683,-47573.308489
684,-52395.663799
685,-53825.01503
686,-52812.344094
687,-51831.710212
688,-58753.138903
689,-46514.828176
690,-60226.703914
691,-38281.679315
692,-67947.17114
693,-60328.28766
694,-67335.949407
695,-63902.831134
696,-62887.091346
697,-47052.850967
698,-49672.345989
699,-45550.919038
700,-52479.998962
701,-39522.729699
702,-49440.541903
703,-43317.164298
704,-42895.37692
705,-42793.940822
706,-43622.968752
707,-52536.515326
708,-50699.712257
709,-52846.565566
710,-50113.393355
711,-40772.708173
712,-46575.472051
713,-50446.902607
714,-41988.931861
715,-50934.657186
716,-55745.808188
717,-55166.471517
718,-39787.919504
719,-41895.262061
720,-59032.007909
721,-37844.321325
722,-35862.443746
723,-51689.199334
724,-49439.163305
725,-54948.044762
726,-55124.974408
727,-49490.30172
728,-53134.958673
729,-47272.003623
730,-51901.108698
731,-52346.83647
732,-62875.667057
733,-64831.69465
734,-56278.330363
735,-58821.404778
736,-49759.50636
737,-54895.872158
738,-55241.108485
739,-52390.265685
740,-48866.899589
741,-51239.85873
742,-52304.484817
743,-50879.741839
744,-52533.661421
745,-50787.879599
746,-49800.323372
747,-51029.476928
748,-48212.569211
749,-47387.631477
750,-49961.635869
751,-58292.69584
752,-57209.528021
753,-53586.715214
754,-56656.001984
755,-58752.220311
756,-53976.462698
757,-56483.787017
758,-51071.51743
759,-50269.624349
760,-49931.220618
761,-45539.350186
762,-51921.102035
763,-47818.20636
764,-47185.789299
765,-50659.41318
766,-49427.807761
767,-51757.531615
768,-56212.721603
769,-52598.940382
770,-54204.170664
771,-48575.389449
772,-48508.230209
773,-49307.333887
774,-59875.518089
775,-52910.833411
776,-56204.846664
777,-51215.960778
778,-56692.53471
779,-56150.736016
780,-53958.086965
781,-54256.567916
782,-59004.778076
783,-54331.990306
784,-48645.206091
785,-62640.292694
786,-69326.105179
787,-50069.952964
788,-67123.038067
789,-55844.035762
790,-56633.022962
791,-49164.288845
792,-57574.753929
793,-46744.996844
794,-61351.048403
795,-49364.815303
796,-48837.213299
797,-52511.955054
798,-51221.34637
799,-53975.488227
800,-46902.616429
801,-57957.270976
802,-49381.852501
803,-65716.563304
804,-51993.464296
805,-47803.686289
806,-48509.402749
807,-47412.606018
808,-47620.393404
809,-47236.979551
810,-49388.603552
811,-42872.833283
812,-45646.93935
813,-47582.325651
814,-59238.848462
815,-60455.517956
816,-59461.749564
817,-47625.403962
818,-49832.702753
819,-59346.845925
820,-55592.207944
821,-43329.751874
822,-46587.157476
823,-42722.562615
824,-54388.596422
825,-56602.672107
826,-52360.790469
827,-49495.336426
828,-49639.640053
829,-45876.259558
830,-52932.740464
831,-46674.96539
832,-49916.176044
833,-55408.387123
834,-53667.746099
835,-56452.23542
836,-60845.583523
837,-59109.845988
838,-58586.5808
839,-58250.81454
840,-54860.755052
841,-52773.621436
842,-50241.377856
843,-46128.573112
844,-53852.285252
845,-47278.93081
846,-46265.507018
847,-59655.416499
848,-64297.811903
849,-58550.543666
850,-56987.280515
851,-54789.88976
852,-65472.884202
853,-54081.143817
854,-50158.458632
855,-57015.232276
856,-55432.091683
857,-49787.72203
858,-46504.243255
859,-55819.416895
860,-59832.162118
861,-51737.888916
862,-52707.994362
863,-53236.483477
864,-55191.008959
865,-50331.419067
866,-59081.282783
867,-44087.210735
868,-53718.946047
869,-53825.525506
870,-65460.694362
871,-45390.272373
872,-54132.686395
873,-52376.903224
874,-56122.035602
875,-60839.536762
876,-57364.85959
877,-47008.350439
878,-60463.732715
879,-53137.163964
880,-48199.525017
881,-60162.975396
882,-51417.743667
883,-54484.452692
884,-53887.926133
885,-48920.356317
886,-58695.788315
887,-50828.435337
888,-56595.095663
889,-56684.314951
890,-48728.071385
891,-48956.308703
892,-51553.35981
893,-48287.412283
894,-51163.00098
895,-50453.043631
896,-51290.100832
897,-44163.836501
898,-54127.009028
899,-51596.943051
900,-55070.865815
901,-50319.085618
902,-54778.693505
903,-47837.562978
904,-54926.304683
905,-64095.785746
906,-53158.411718
907,-48057.605067
908,-57279.707672
909,-55132.84659
910,-51111.419457
911,-55114.598726
912,-53759.743136
913,-55560.75043
914,-53159.203666
915,-52920.170926
916,-48514.749005
917,-52512.115693
918,-47621.705555
919,-44189.515955
920,-46780.625039
921,-54324.591217
922,-47466.301491
923,-55607.038218
924,-47905.436593
925,-56426.52096
926,-63931.494937
927,-46588.641087
928,-44533.503954
929,-44645.620739
930,-44763.615712
931,-70132.048914
932,-61242.253756
933,-24435.143518
934,-61868.124438
935,-50783.776295
936,-47729.854669
937,-69412.571679
938,-44423.000657
939,-71450.457532
940,-71390.990207
941,-44040.525739
942,-59566.847119
943,-35696.816856
944,-63312.5005
945,-55463.364894
946,-46025.201897
947,-63916.764765
948,-63438.466992
949,-49207.423365
950,-49214.826266
951,-44085.40844
952,-78932.162617
953,-48005.230395
954,-31052.86033
955,-29471.634846
956,-40222.703384
957,-34997.892526
958,-39968.989634
959,-30114.32838
960,-28277.893389
961,-30519.367805
962,-38637.722751
963,-37803.669949
964,-43934.647665
965,-34602.260701
966,-30445.67161
967,-45937.441332
968,-33455.409307
969,-41302.262287
970,-41224.650648
971,-42315.550443
972,-38211.268664
973,-36860.233527
974,-39306.394004
975,-40794.207307
976,-35375.903064
977,-37769.778762
978,-41119.069319
979,-41732.236134
980,-44730.630217
981,-30675.170733
982,-27504.705872
983,-45518.693567
984,-26610.558851
985,-33561.913499
986,-37053.335999
987,-38355.642083
988,-35525.913207
989,-35290.4234
990,-33371.486964
991,-33815.767282
992,-44702.274865
993,-43096.332194
994,-45753.046931
995,-40526.508919
996,-41884.457521
997,-33710.078036
998,-31397.897863
999,-29805.087616
1000,-32892.570066
1001,-38990.445378
1002,-36794.349037
1003,-47958.958461
1004,-38239.498905
1005,-38232.126284
1006,-47549.469454
1007,-38414.570544
1008,-44750.898936
1009,-43394.355379
1010,-40581.440574
1011,-38476.275697
1012,-51261.334656
1013,-37009.210908
1014,-46863.039956
1015,-37223.096417
1016,-25728.406042
1017,-36368.317337
1018,-37295.532115
1019,-27949.33387
1020,-33426.678492
1021,-35607.302788
1022,-37553.860105
1023,-40725.610672
1024,-29168.682946
1025,-44911.444352
1026,-41798.04234
1027,-24067.43988
1028,-29370.060424
1029,-32394.753416
1030,-43772.287914
1031,-36429.731967
1032,-39080.699514
1033,-41592.128591
1034,-34833.840692
1035,-23592.268254
1036,-38543.897267
1037,-21104.252955
1038,-32916.164175
1039,-35573.221994
1040,-21567.967072
1041,-33988.515201
1042,-36505.133136
1043,-30415.752906
1044,-41603.551951
1045,-36028.515362
1046,-33397.121662
1047,-33588.433152
1048,-32537.618227
1049,-37357.392108
1050,-35403.58882
1051,-24134.367754
1052,-40439.881541
1053,-26494.584176
1054,-23882.823541
1055,-32364.603085
1056,-26419.782652
1057,-32034.64013
1058,-26547.902424
1059,-28093.452269
1060,-19390.597606
1061,-32127.630416
1062,-20131.104791
1063,-36631.855966
1064,-30544.626472
1065,-33311.461204
1066,-41249.158168
1067,-36073.180273
1068,-30701.602682
1069,-19868.627752
1070,-46418.460644
1071,-32676.923887
1072,-30001.709
1073,-35305.397507
1074,-31575.622195
1075,-24767.223961
1076,-24042.348428
1077,-36076.676889
1078,-32342.345812
1079,-31617.975393
1080,-31628.141538
1081,-25227.674922
1082,-28456.082612
1083,-31359.426699
1084,-23969.224512
1085,-29631.332054
1086,-25697.063501
1087,-27244.54309
1088,-23505.364533
1089,-21934.232005
1090,-23798.677564
1091,-23574.753468
1092,-31430.54823
1093,-27994.382207
1094,-27755.031151
1095,-27011.794529
1096,-23886.781293
1097,-24153.789778
1098,-33374.233912
1099,-21846.003894
1100,-22006.898066
1101,-18949.647166
1102,-23071.570061
1103,-37550.635679
1104,-35658.444782
1105,-32995.753269
1106,-27763.342181
1107,-30591.5458
1108,-28387.311677
1109,-29787.116612
1110,-29531.914809
1111,-23626.539967
1112,-29188.979375
1113,-29757.485273
1114,-24977.88124
1115,-28261.775977
1116,-30852.261078
1117,-31394.509068
1118,-26700.84998
1119,-19476.176173
1120,-23203.438246
1121,-32275.228869
1122,-35313.725548
1123,-38132.398061
1124,-32798.065584
1125,-42646.04934
1126,-48714.702741
1127,-37033.274597
1128,-29133.002487
1129,-24588.848057
1130,-19820.296124
1131,-33807.586097
1132,-24242.873521
1133,-24524.987407
1134,-24587.166641
1135,-20241.578687
1136,-35722.563963
1137,-34448.257628
1138,-21365.703329
1139,-32531.106273
1140,-38107.285976
1141,-41150.867546
1142,-36154.068519
1143,-36961.149445
1144,-23373.594376
1145,-21617.140858
1146,-26048.270461
1147,-23099.252374
1148,-18865.994626
1149,-28725.902885
1150,-30297.060656
1151,-39207.479807
1152,-33957.378401
1153,-43710.585935
1154,-30357.002329
1155,-31930.711859
1156,-35737.588626
1157,-34157.252623
1158,-25390.246562
1159,-32370.562405
1160,-35559.3011
1161,-36421.217526
1162,-32743.685736
1163,-37084.237722
1164,-31656.201926
1165,-32280.371074
1166,-36358.047319
1167,-42359.860654
1168,-33590.66679
1169,-38864.828361
1170,-34965.170316
1171,-38278.813841
1172,-33601.563227
1173,-33388.528531
1174,-33412.799003
1175,-36471.147119
1176,-36544.202443
1177,-23847.223725
1178,-32953.466483
1179,-22604.463488
1180,-38239.958028
1181,-39194.054166
1182,-28253.342979
1183,-29496.978469
1184,-39498.852893
1185,-33488.990859
1186,-30765.4088
1187,-25164.724574
1188,-22121.938394
1189,-24134.609463
1190,-25167.05431
1191,-26052.866826
1192,-17817.465179
1193,-23173.656259
1194,-23260.611537
1195,-25649.713779
1196,-17206.772636
1197,-25010.334861
1198,-22690.818265
1199,-26701.999916
1200,-29270.368336
1201,-33795.340394
1202,-34781.514996
1203,-31400.186012
1204,-35041.47231
1205,-27904.960443
1206,-37568.624046
1207,-34018.257605
1208,-33528.549401
1209,-29905.202351
1210,-29027.807716
1211,-24539.940059
1212,-25188.954447
1213,-25771.494294
1214,-26890.374797
1215,-28830.18153
1216,-29648.163711
1217,-37627.199764
1218,-38685.357845
1219,-30063.612353
1220,-32979.656785
1221,-29498.197968
1222,-30079.731307
1223,-31278.922395
1224,-27843.678614
1225,-30479.759958
1226,-29949.505726
1227,-28625.875281
1228,-30435.117747
1229,-30880.495433
1230,-22186.39863
1231,-25200.376052
1232,-35658.976541
1233,-35290.019862
1234,-39359.411382
1235,-23662.552822
1236,-22748.429832
1237,-28684.645136
1238,-26709.083156
1239,-21375.139793
1240,-27957.217002
1241,-26908.107349
1242,-26357.301998
1243,-20652.070659
1244,-24790.223413
1245,-22967.126518
1246,-24692.712974
1247,-27816.341148
1248,-25326.322731
1249,-25572.169393
1250,-25419.623465
1251,-25324.377878
1252,-26797.44636
1253,-25298.315817
1254,-26032.175685
1255,-23149.303693
1256,-27479.468237
1257,-21396.193163
1258,-27424.657282
1259,-28072.671729
1260,-25818.899029
1261,-25596.530111
1262,-36144.104233
1263,-37029.349898
1264,-42204.799178
1265,-20319.403212
1266,-38607.719281
1267,-26038.521928
1268,-24251.69204
1269,-26473.271292
1270,-25964.794688
1271,-26803.615114
1272,-24189.747108
1273,-27553.756081
1274,-24975.397938
1275,-22911.444734
1276,-25746.485245
1277,-22519.341964
1278,-21608.452508
1279,-34653.905489
1280,-23345.055801
1281,-32466.098839
1282,-19286.439182
1283,-36972.822768
1284,-27292.887044
1285,-29089.935448
1286,-29237.547697
1287,-27707.032131
1288,-29008.868053
1289,-22764.412706
1290,-26495.755295
1291,-22255.878822
1292,-20260.837424
1293,-19634.396267
1294,-22393.650552
1295,-22445.57921
1296,-22270.385246
1297,-24423.937628
1298,-24391.731832
1299,-23939.790464
1300,-35218.64407
1301,-33711.129986
1302,-24545.800754
1303,-25963.360781
1304,-25746.576216
1305,-18486.838946
1306,-23756.112524
1307,-22784.271578
1308,-22430.342631
1309,-25844.752667
1310,-27261.415134
1311,-32438.656666
1312,-32841.108711
1313,-20227.439908
1314,-24637.776531
1315,-39073.152129
1316,-40383.050367
1317,-20097.728284
1318,-35238.127977
1319,-36599.396119
1320,-28598.383749
1321,-35234.262273
1322,-36321.426311
1323,-30165.384466
1324,-24443.592429
1325,-25137.517303
1326,-34188.707082
1327,-29279.807434
1328,-24722.319139
1329,-27021.132394
1330,-28557.290206
1331,-37576.454503
1332,-34710.727753
1333,-45861.1459
1334,-32032.303639
1335,-32079.041225
1336,-36335.938403
1337,-28319.216404
1338,-40203.670561
1339,-52058.386724
1340,-28057.758364
1341,-25195.35487
1342,-28005.744104
1343,-31725.31408
1344,-38008.594519
1345,-36245.701955
1346,-33503.595126
1347,-27854.56554
1348,-27024.904175
1349,-24851.260439
1350,-28575.882517
1351,-25963.116289
1352,-27429.830168
1353,-26591.878718
1354,-28350.92093
1355,-48957.115865
1356,-28473.852476
1357,-44584.046614
1358,-40071.143559
1359,-43141.077407
1360,-42090.425566
1361,-61715.821165
1362,-28385.284354
1363,-66992.674901
1364,-42435.089148
1365,-49228.969997
1366,-43153.206408
1367,-28669.346636
1368,-50079.862876
1369,-62845.751942
1370,-15733.342369
1371,-32448.868354
1372,-36137.790133
1373,-48713.587805
1374,-47667.451554
1375,-20191.736385
1376,-33981.671775
1377,-47940.756566
1378,-41215.916988
1379,-18853.917909
1380,-22892.743846
1381,-39552.455747
1382,-78600.356883
1383,-40805.3029
1384,-36530.700749
1385,-43057.109337
1386,-18037.78436
1387,-41396.29271
1388,-47311.884524
1389,-39574.778997
1390,-55928.745281
1391,-35278.142869
1392,-20537.4375
1393,-20882.371134
1394,-25819.86493
1395,-21711.552764
1396,-39204.667957
1397,-37892.337807
1398,-58614.895347
1399,-35503.199752
1400,-39417.167534
1401,-56333.973412
1402,-48438.238558
1403,-55885.385338
1404,-33706.673299
1405,-55919.478546
1406,-20438.134657
1407,-35835.837568
1408,-40125.016308
1409,-22073.313326
1410,-41837.580017
1411,-44220.202285
1412,-31423.497199
1413,-57182.184435
1414,-42117.916885
1415,-19308.079779
1416,-42673.674515
1417,-39116.469219
1418,-36199.580364
1419,-37453.316087
1420,-23663.303623
1421,-57803.983916
1422,-47898.217001
1423,-64764.577552
1424,-27467.287556
1425,-23260.849056
1426,-74510.178689
1427,-35837.304638
1428,-47353.346624
1429,-43512.2362
1430,-37191.347663
1431,-40634.584264
1432,-28628.554473
1433,-24455.264254
1434,-40052.906059
1435,-34272.818815
1436,-40611.230085
1437,-35024.188622
1438,-27468.865209
1439,-31917.439952
1440,-46311.940684
1441,-23201.012741
1442,-53786.113279
1443,-35555.064974
1444,-57605.091142
1445,-40511.419277
1446,-52547.420591
1447,-64082.257422
1448,-31802.581688
1449,-48871.892728
1450,-46127.356508
1451,-44198.516737
1452,-25071.007941
1453,-54635.094897
1454,-34846.084834
1455,-45079.569413
1456,-32131.074359
1457,-48362.417402
1458,-32240.331577
1459,-19223.670631
1460,-39505.105867
1461,-22402.568322
1462,-30488.106554
1463,-40945.884564
1464,-35612.644869
1465,-31043.475876
1466,-45385.119846
1467,-70157.833318
1468,-36298.505379
1469,-42504.636569
1470,-33705.393361
1471,-44027.072011
1472,-33764.748216
1473,-32976.943649
1474,-29850.516033
1475,-31745.482657
1476,-30375.083528
1477,-44921.374284
1478,-37223.934046
1479,-46375.253058
1480,-59144.468412
1481,-50007.231718
1482,-29332.695013
1483,-55986.048935
1484,-53014.806905
1485,-35265.862039
1486,-49308.13588
1487,-36363.690994
1488,-55456.450119
1489,-59500.254111
1490,-62634.196525
1491,-54287.829844
1492,-50113.890938
1493,-53698.37175
1494,-41936.685038
1495,-24820.648252
1496,-34021.77276
1497,-38328.557897
